Id,Area,Location,No_of_Bedrooms,New_or_Resale,Gymnasium,Lift_Available,Car Parking,Maintenance Staff,Security,Childrens Play Area,Clubhouse,Intercom,Landscaped Gardens,Indoor Games,Gas Connection,Jogging Track,Swimming Pool,Price
172066,510,Wadala,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,12500000
846069,670,Borivali West,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,11000000
973486,2710,Mahalaxmi,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,150000000
890368,800,Worli,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,19500000
729618,1388,Lower Parel,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,55000000
216875,1100,Worli,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,45000000
664228,3638,Worli,4,0,0,1,1,1,1,0,0,0,0,0,0,0,0,400000000
165933,1700,Worli,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,70000000
686853,1700,Prabhadevi,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,85000000
927494,2450,Kandivali East,4,0,1,1,1,0,1,0,1,1,0,0,1,1,1,35000000
394722,1165,Kandivali East,3,0,1,1,1,0,1,0,1,1,0,0,1,1,1,18000000
438866,1025,Kharghar,2,0,1,1,1,0,1,1,1,0,1,0,0,1,1,11200000
948624,450,Rustomjee Global City,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3100000
941236,900,Sunil Nagar,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,7500000
346076,603,Sector 30 Kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4500000
409903,1340,Sector 19 Kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,13500000
836250,1550,Sector 10,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,16000000
378249,1160,Sector 10,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,11000000
768421,650,Sector 20 Kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,6500000
188512,610,Sector 20 Kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5600000
491804,860,Sector 10,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,7200000
410248,640,Sector 20 Kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5500000
435933,560,Sector 15 Kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,6000000
710556,1260,Sector 12 A,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,13200000
203287,850,Sector 19 Kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,6000000
549922,1095,Sector 18,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,11500000
420475,1500,Sector 18,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,15000000
494131,500,Sector13 Khanda Colony,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5000000
866473,635,Sector 19 Kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5600000
386893,610,Sector16 Airoli,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4600000
108913,1065,Ranjanpada,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9500000
646658,1251,Sector 15,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,12700000
996364,1065,Sector 35G,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9500000
360306,1320,Sector 18,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,14000000
719663,1136,Sector 5,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,10500000
906770,1125,Sector 10,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9900000
525818,1098,Sector 19 Kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,10000000
155796,1300,Sector 20 Kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,13000000
404627,735,Sector 35I Kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,7800000
999173,640,Sector35D Kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4200000
639209,1090,Sector 35I Kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9800000
108599,800,Sector 30 Kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4500000
733293,1300,Sector 12 Kharghar,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,15000000
804913,560,Sector 20 Kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5300000
196231,1400,Sector 20 Kharghar,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,16000000
307427,1117,Sector 20 Kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,11100000
478245,1125,Sector 15,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,12700000
360603,675,Sector35D Kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,6000000
834526,1100,Sector 20 Kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,11000000
160177,650,Sector34 A Kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5000000
285950,675,Sector 19 Kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,6500000
826836,450,Sector16 Airoli,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5500000
716398,560,Sector 15,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,6000000
716379,650,Sector 30,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5500000
960900,1075,Sector 35G,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,10500000
816041,735,Sector 35I Kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,7000000
555938,600,Sector 36 Kharghar,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4600000
195697,1000,Sector 20 Kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,8000000
962824,1070,Sector 10,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,10600000
930960,1182,Sector 11 Belapur,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,11500000
810007,911,Sector 20 Kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,10500000
707512,1125,Sector 15 Kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,12700000
617926,1025,Sector-34B Kharghar,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9900000
130890,555,Dombivali East,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,3800000
431100,600,Dombivali East,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,3600000
504195,550,Dombivali East,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,3700000
616513,600,Dombivali East,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,3000000
647212,950,Dombivali East,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,7600000
377912,1472,Kandivali West,3,0,1,1,1,0,1,1,1,1,0,0,0,1,1,33000000
830073,370,Virar East,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,2100000
342721,715,Nerul,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,8000000
183956,1771,Roadpali,3,0,1,1,1,1,1,1,1,0,1,0,0,0,1,21000000
389657,1650,Goregaon West,3,1,0,1,1,0,1,0,0,0,1,0,1,0,1,25500000
469473,1650,Sector-50 Seawoods,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,16000000
538744,1340,Napeansea Road,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,112500000
765714,690,Ulwe,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,5500000
519824,816,Borivali West,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,13000000
947705,810,Mumbai Highway,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,8000000
461532,1000,Sector 36 Kharghar,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,8500000
667565,1250,Sector 18 Kharghar,2,0,1,1,1,0,0,0,0,0,1,0,0,0,1,14500000
678758,473,Thane West,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,6990000
807001,1000,Sector 36 Kharghar,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,8500000
838273,1016,Sector 18 Kharghar,2,0,1,1,1,0,1,0,0,0,1,0,0,0,1,14000000
618371,785,Mumbai Highway,2,0,1,1,1,0,0,0,0,0,1,0,0,0,1,10000000
418594,1290,Sector 18 Kharghar,2,0,1,1,1,0,1,0,0,0,1,0,0,0,1,13000000
192089,1227,Sector 35I Kharghar,2,0,1,1,1,0,1,0,0,0,1,0,0,0,1,11500000
884656,1630,Sector 7 Kharghar,3,0,0,0,1,0,1,0,0,0,1,0,0,0,1,17500000
929450,1200,Sector 18 Kharghar,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,14000000
686111,1200,Sector 18 Kharghar,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,14000000
758240,1500,Mumbai Highway,3,0,1,0,1,0,1,0,0,0,1,0,0,0,1,19000000
559816,2000,Worli,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,85000000
299186,525,Kandivali East,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,8200000
420508,540,Borivali West,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,12000000
113180,525,Panvel,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2800000
397571,1350,Ghatkopar,3,0,1,1,1,1,1,0,1,0,1,0,1,0,0,29000000
397450,1131,Kharghar,2,0,1,1,1,1,1,0,1,0,0,0,0,0,1,11000000
435602,1400,Kharghar,3,0,1,1,1,1,1,0,1,0,0,0,0,0,0,9500000
489560,800,Kharghar,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0,6500000
175835,500,Kharghar,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,3700000
669541,900,Lokhandwala Township,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,10500000
663492,1050,Andheri East,2,0,1,1,1,0,1,0,1,0,1,0,0,0,0,12000000
690022,1225,Andheri,3,0,1,1,1,1,1,0,1,0,1,0,0,0,1,8500000
377703,1100,Andheri,2,0,1,1,1,1,1,0,1,0,1,0,0,0,1,18000000
404102,1400,Goregaon East,3,0,0,1,1,1,1,0,0,0,1,0,0,0,0,25000000
996568,1000,Andheri,2,0,1,1,1,1,1,0,1,0,1,0,0,0,1,14000000
536416,1480,Andheri,3,0,0,1,1,1,1,0,1,0,1,0,0,0,0,30000000
154501,1150,Kharghar,2,0,1,1,1,1,1,0,1,1,1,0,1,1,1,9500000
378400,1150,Kharghar,2,1,1,1,1,0,1,0,1,1,0,0,0,1,1,9900000
749230,1700,Kharghar,3,0,1,1,1,1,1,1,1,1,1,0,0,1,1,18500000
214546,1015,Kharghar,2,0,0,1,1,1,1,0,0,1,1,0,0,0,0,8200000
465958,1150,Kharghar,2,0,1,1,1,1,1,0,1,1,0,0,0,1,1,9300000
751592,750,Kharghar,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,5800000
444422,1800,Kharghar,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1,14200000
381377,1605,Kharghar,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1,15500000
578290,1040,Kharghar,2,0,1,1,1,1,1,1,0,1,1,0,1,1,0,7900000
150113,1580,Kharghar,3,0,1,1,1,1,1,1,0,1,1,0,0,1,0,10500000
900259,1255,Kharghar,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1,11000000
858114,660,Kharghar,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,5300000
491086,1580,Kharghar,3,0,1,1,1,1,1,1,0,1,1,0,0,1,0,10100000
307236,1100,Kharghar,2,0,1,1,1,0,1,1,0,0,0,0,0,1,1,10000000
347491,1150,Kharghar,2,0,1,1,1,0,1,1,1,0,1,1,0,1,1,13000000
513442,1133,Panvel,2,1,1,0,0,0,1,1,1,1,1,1,0,1,1,11399999
886389,1423,Borivali East,3,1,1,1,1,0,1,0,1,1,1,0,1,1,1,31500000
753736,1500,Malad West,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,23300000
838359,3300,Andheri West,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110000000
297919,440,Chembur,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,10000000
438472,475,Sector 20 Kamothe,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500000
977728,750,Malad West,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,9200000
324624,1050,Shastri Nagar,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,29000000
907326,2200,Wadala East Wadala,3,0,0,1,1,1,1,0,0,0,1,0,0,0,0,56000000
973290,600,Parel,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,15500000
634278,640,Thane West,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,8000000
430367,657,Thane West,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,7200000
225293,550,Thane West,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,7500000
101719,1309,Thane West,3,1,1,0,1,0,1,1,0,1,1,1,0,1,0,18000000
884403,1850,Kharghar,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,16200000
729861,680,Wadala East Wadala,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,15500000
643268,880,Wadala East Wadala,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,15000000
681656,690,Wadala East Wadala,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,14000000
552122,950,Wadala East Wadala,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,13500000
951623,925,Haridas Nagar,3,0,0,1,1,0,1,0,0,0,0,0,1,0,0,23000000
265827,650,Kalwa,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,7500000
567452,990,PARSIK NAGAR,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,9000000
327237,610,Maharashtra Nagar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6500000
661057,806,Pant Nagar,2,0,1,0,1,1,0,0,1,0,0,0,0,0,0,8000000
587127,1050,Patlipada,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,19000000
336387,655,Andheri East,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,11100000
907231,1144,Santacruz West,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,52500000
606829,1200,mumbai,2,0,0,1,1,1,1,0,1,0,0,0,0,0,0,9500000
220888,1050,Belapur,2,0,0,1,1,1,1,0,1,0,0,0,0,0,0,13500000
801885,1335,Belapur,2,0,0,1,1,1,1,0,1,0,0,0,0,0,0,18000000
200215,1150,Sector-12 Kamothe,2,0,0,1,1,1,1,0,1,0,0,0,0,0,0,12600000
149059,2120,Nerul,3,0,0,1,1,1,1,0,1,0,0,0,0,0,0,38000000
831125,1150,Sector 12 Kharghar,2,0,0,1,1,1,1,0,1,0,0,0,0,0,0,12600000
303611,1950,Nerul,3,0,0,1,1,1,1,0,1,0,0,0,0,0,0,25000000
208990,1150,Seawoods,2,0,0,1,1,1,1,0,1,0,0,0,0,0,0,17100000
584584,1100,Seawoods,2,0,0,1,1,1,1,0,1,0,0,0,0,0,0,17100000
901439,2670,Parel,5,0,1,1,1,0,1,1,1,0,0,1,0,1,1,92500000
591317,560,Thane West,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,7500000
373977,1166,Majiwada,2,1,1,1,1,1,1,0,1,0,1,0,0,0,1,16500000
833319,600,Kalwa,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,5500000
407837,580,Kalwa,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,5500000
735584,630,Kalwa,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,5600000
844343,620,Kalwa,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,6000000
790843,1056,Kalwa,2,0,1,1,1,1,1,0,1,0,0,0,0,0,0,9500000
760329,675,4 Bunglows,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,18000000
771930,730,mumbai,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,28000000
319008,2000,mumbai,6,0,1,1,1,1,1,0,1,0,0,0,0,0,0,70000000
744581,650,Andheri,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,17500000
797584,400,Airoli,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,6200000
428763,1000,Airoli,2,0,0,1,1,1,1,0,1,0,0,0,0,0,1,9500000
735255,675,Kolshet Road,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,12200000
176185,674,Kolshet Road,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,12400000
476583,1733,Thane West,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,28400000
264375,673,Kolshet Road,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,12400000
866110,690,Kolshet Road,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,12100000
928662,1733,Thane West,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,28400000
923449,1530,Sector 10 Khanda Colony,3,0,1,1,1,0,1,0,0,0,0,0,0,0,0,14000000
457164,768,Pokharan Road,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,13200000
233728,488,Kharegaon,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,6656000
136853,711,Kalwa,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9750000
421511,560,Kalwa,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5300000
176412,7000,Kalyan,6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,50000000
426965,768,Pokhran 2,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,13200000
863598,488,Kalwa,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,6656000
373062,448,Panch Pakhadi,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,7000000
809254,971,Panch Pakhadi,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,15000000
534474,770,Kalwa,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,9250000
592796,1145,Kalwa,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,20099999
743758,1250,Thane West,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,16500000
201188,1005,Chembur,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1,9500000
711966,757,Chembur,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,7500000
682567,1005,Chembur East,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1,9500000
493240,757,Chembur East,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,7500000
515424,957,Ghatkopar,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,12000000
499898,2195,Goregaon,3,1,1,1,1,0,1,1,1,1,1,1,0,1,1,37500000
877898,2195,Goregaon,3,1,1,1,1,0,1,1,1,0,1,1,0,1,1,41500000
350572,3230,Goregaon,4,1,1,1,1,0,1,1,1,0,1,1,0,1,1,48000000
195704,750,Jogeshwari West,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,10000000
752450,750,Jogeshwari West,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,8500000
826541,750,Jogeshwari West,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,16000000
145310,585,Jogeshwari West,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8500000
840000,750,Jogeshwari West,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,10500000
512683,750,Jogeshwari West,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,11000000
169921,1650,Thane West,3,0,1,1,1,0,1,0,1,0,0,0,1,1,1,24500000
592442,900,Goregaon East,2,0,1,1,1,0,1,0,1,0,0,0,0,1,0,11299999
684198,620,Mira Road East,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,5700000
313625,935,Malad West,2,0,1,1,1,1,1,0,1,1,1,0,0,1,1,13200000
466992,885,Powai Lake,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,4700000
306405,885,MHADA Colony 20,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4600000
178832,700,Powai Lake,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,2900000
344893,958,Wadala East Wadala,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,24800000
227947,997,Andheri West,2,1,0,1,1,0,1,0,0,0,1,0,0,0,0,28500000
322987,546,Goregaon West,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,10000000
659034,1015,Karanjade,2,1,1,1,1,1,1,1,1,1,1,0,0,1,0,5900000
713758,600,Sector 36 Kamothe,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,4800000
644426,1950,Andheri West,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,55000000
391154,480,Dombivli (West),1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2300000
820827,600,DN Nagar Road,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,13600000
260513,534,Godrej Hill,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,5200000
643044,730,Ganesh Nagar,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,21000000
528911,342,Godrej Hill,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3300000
967327,902,Haware City,2,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5545000
158635,902,Haware City,2,0,1,1,1,1,1,0,0,0,1,0,0,0,1,5556000
237631,1149,Haware City,3,0,1,1,1,0,1,0,1,0,1,0,0,0,1,7311000
519436,1250,Mahatma Gandhi Road,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,24000000
670964,448,Akurli Nagar,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,11399999
215139,1149,Kasar vadavali,3,0,1,1,0,0,1,0,1,0,1,0,0,0,1,7300000
109420,935,Vasai West,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000000
413317,650,Vasai,2,0,0,0,1,0,1,1,0,0,1,0,0,0,0,4500000
313326,655,Mira Road East,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,6200000
213362,645,Mira Road East,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,4500000
943614,1280,Malad East,2,0,1,1,1,1,1,1,1,1,0,0,0,1,1,21000000
813688,1280,Malad East,2,0,1,1,1,1,1,1,1,1,0,0,0,1,1,21500000
324104,665,Sector 17 Ulwe,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4400000
733363,620,Badlapur West,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,2399000
122329,600,Nala Sopara,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,2650000
893171,440,Mira Road East,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,3700000
668148,245,Mira Road East,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,2100000
145227,745,Kandivali East,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,12500000
137474,457,Mumbai Nashik Expressway,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,4500000
291484,400,Shirgaon,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,2200000
532209,612,Katrap,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,3300000
347100,800,Chembur,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,15000000
504001,878,Chembur,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,12500000
164984,1077,Kurla,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,14000000
268290,1650,Nahur,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33000000
404596,690,Ambernath East,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,2300000
227303,1960,Mulund West,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1,29000000
351159,1000,Kalwa,2,1,1,1,1,0,1,1,1,1,1,0,0,1,0,8500000
216783,575,Thane West,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,6000000
775973,2500,Lower Parel,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,60000000
380384,1800,Samata Nagar Thakur Village,3,0,1,1,1,0,1,1,0,1,1,0,1,0,1,33000000
946889,1835,Samata Nagar Thakur Village,3,0,1,1,1,0,1,1,0,1,1,0,1,0,1,35000000
404717,1667,Kandivali East,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,33000000
555909,1300,thakur village kandivali east,3,0,0,1,1,1,1,1,0,1,0,1,0,1,0,24500000
136744,530,Dombivali East,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,3467000
996612,800,Bhandup West,2,0,1,1,1,1,1,0,1,1,1,0,1,1,1,14000000
180349,780,Mira Road East,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000000
416183,400,Kandivali East,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,6400000
359345,650,Mira Road,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,6000000
871694,550,Bhandup West,2,0,0,1,1,0,1,0,0,0,0,0,1,0,0,9000000
276218,800,Mira Road East,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,6370000
525879,780,Kasheli,2,1,0,1,1,0,1,1,0,0,1,0,0,0,0,3310000
290435,655,Kasheli,2,1,0,1,1,0,1,1,0,0,1,0,0,0,0,2770000
453122,630,Kasheli,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2670000
288215,495,Kasheli,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,2110000
203072,1265,Western Express Highway Kandivali East,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,23000000
556461,850,Bandra West,2,0,0,1,1,0,1,0,0,0,0,0,1,0,0,25000000
611213,900,Seawoods,2,0,0,1,1,0,1,0,0,0,0,0,0,1,0,14000000
567666,425,Kharegaon,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3700000
730541,400,Kharegaon,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2000000
239626,450,Kharegaon,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2200000
391707,3000,Tardeo,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,200000000
109804,545,Goregaon East,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,4600000
648968,340,Goregaon East,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,3000000
968308,540,Vasind,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,2000000
763280,560,KASHELI,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2400000
116084,750,Thakurli,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,6300000
467346,550,Shakti Nagar,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7600000
641087,360,Bhayandar East,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2600000
331466,340,Kandivali West,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3800000
493317,1190,Ulwe,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,10500000
113899,1235,Kharghar,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1,13500000
281784,1129,Kandivali West,2,0,1,1,1,0,1,1,1,0,1,1,1,1,1,21000000
146618,839,Kandivali West,2,0,1,1,1,0,1,1,1,0,1,1,1,1,1,16500000
995408,600,Borivali East,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,10000000
397076,600,Borivali East,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,11000000
442613,846,Thane West,2,1,1,1,0,0,1,1,1,0,0,0,1,1,0,8100000
114808,3025,Andheri,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,65300000
145498,1295,Andheri,3,1,1,1,1,1,1,1,1,0,1,0,1,1,1,38700000
361544,3465,Sanpada,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,51500000
159165,566,Dahisar East,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,6500000
473163,1527,Ghatkopar,3,1,1,1,1,0,1,1,1,0,1,1,0,1,1,22000000
384555,1188,Ghatkopar,2,1,1,1,1,0,1,1,1,0,1,1,0,1,1,17500000
